Contract Name,Last Trade Date,Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility,Type,Maturity
AMZN240105P00165000,2023-12-07 10:51AM EST,165.0,18.3,18.2,18.45,0.0,-,1,1,20.90%,Put,"January 5, 2024"
AMZN240105P00167500,2023-12-05 9:44AM EST,167.5,21.65,20.5,21.0,0.0,-,-,0,25.00%,Put,"January 5, 2024"
AMZN240105P00170000,2023-12-01 9:56AM EST,170.0,23.6,23.3,23.5,0.0,-,2,0,27.30%,Put,"January 5, 2024"
AMZN240112C00100000,2023-12-05 3:58PM EST,100.0,47.5,46.95,47.5,0.0,-,-,28,74.41%,Call,"January 12, 2024"
AMZN240112C00110000,2023-12-01 11:52AM EST,110.0,37.24,37.0,37.8,0.0,-,1,1,62.21%,Call,"January 12, 2024"
AMZN240112C00115000,2023-12-07 10:25AM EST,115.0,32.5,31.4,32.95,0.0,-,3,2,50.29%,Call,"January 12, 2024"
AMZN240112C00120000,2023-12-04 11:01AM EST,120.0,24.51,27.1,27.65,0.0,-,-,4,50.39%,Call,"January 12, 2024"
AMZN240112C00125000,2023-12-07 11:19AM EST,125.0,22.3,22.0,23.15,0.0,-,1,1,48.07%,Call,"January 12, 2024"
AMZN240112C00130000,2023-12-08 9:30AM EST,130.0,17.25,17.1,18.3,-0.45,-2.54%,2,29,41.02%,Call,"January 12, 2024"
AMZN240112C00131000,2023-12-04 9:42AM EST,131.0,15.3,16.4,17.95,0.0,-,-,2,44.70%,Call,"January 12, 2024"
AMZN240112C00132000,2023-12-06 3:02PM EST,132.0,15.1,15.65,16.15,0.0,-,-,8,36.26%,Call,"January 12, 2024"
AMZN240112C00133000,2023-12-04 12:26PM EST,133.0,13.85,15.0,16.05,0.0,-,-,1,41.75%,Call,"January 12, 2024"
AMZN240112C00134000,2023-12-06 9:31AM EST,134.0,14.29,13.4,14.4,0.0,-,1,6,34.89%,Call,"January 12, 2024"
AMZN240112C00135000,2023-12-06 9:46AM EST,135.0,13.23,13.25,13.45,0.0,-,50,100,33.50%,Call,"January 12, 2024"
AMZN240112C00136000,2023-12-07 2:26PM EST,136.0,12.82,12.35,12.55,0.0,-,1,4,32.45%,Call,"January 12, 2024"
AMZN240112C00137000,2023-12-06 12:52PM EST,137.0,10.95,11.0,12.1,0.0,-,6,6,34.47%,Call,"January 12, 2024"
AMZN240112C00138000,2023-12-08 10:31AM EST,138.0,10.77,10.7,10.85,-0.16,-1.46%,396,4,30.82%,Call,"January 12, 2024"
AMZN240112C00139000,2023-12-07 12:33PM EST,139.0,9.32,9.85,10.05,-1.68,-15.27%,3,4,30.21%,Call,"January 12, 2024"
AMZN240112C00140000,2023-12-08 10:22AM EST,140.0,9.53,9.1,9.2,-0.52,-5.17%,3,110,29.16%,Call,"January 12, 2024"
AMZN240112C00141000,2023-12-07 9:46AM EST,141.0,8.88,8.4,8.6,0.48,+5.71%,15,22,29.54%,Call,"January 12, 2024"
AMZN240112C00142000,2023-12-08 10:21AM EST,142.0,8.05,7.75,7.85,-0.55,-6.40%,9,20,28.85%,Call,"January 12, 2024"
AMZN240112C00143000,2023-12-08 9:37AM EST,143.0,6.71,7.05,7.15,-0.59,-8.08%,41,20,28.31%,Call,"January 12, 2024"
AMZN240112C00144000,2023-12-08 10:27AM EST,144.0,6.55,6.4,6.5,-0.25,-3.68%,10,58,27.91%,Call,"January 12, 2024"
AMZN240112C00145000,2023-12-08 10:09AM EST,145.0,5.8,5.8,5.9,-0.2,-3.33%,9,298,27.63%,Call,"January 12, 2024"
AMZN240112C00146000,2023-12-08 10:14AM EST,146.0,5.3,5.25,5.35,-0.2,-3.64%,64,100,27.45%,Call,"January 12, 2024"
AMZN240112C00147000,2023-12-08 10:42AM EST,147.0,4.43,4.65,4.75,-0.53,-10.69%,83,221,26.83%,Call,"January 12, 2024"
AMZN240112C00148000,2023-12-08 10:33AM EST,148.0,4.24,4.15,4.25,0.08,+1.92%,4,170,26.59%,Call,"January 12, 2024"
AMZN240112C00149000,2023-12-08 10:48AM EST,149.0,3.7,3.7,3.8,-0.15,-3.90%,19,69,26.44%,Call,"January 12, 2024"
AMZN240112C00150000,2023-12-08 10:39AM EST,150.0,3.21,3.3,3.35,-0.29,-8.29%,302,344,26.11%,Call,"January 12, 2024"
AMZN240112C00152500,2023-12-08 10:39AM EST,152.5,2.24,2.4,2.43,-0.32,-12.50%,84,240,25.66%,Call,"January 12, 2024"
AMZN240112C00155000,2023-12-08 10:41AM EST,155.0,1.6,1.71,1.73,-0.22,-12.09%,401,193,25.42%,Call,"January 12, 2024"
AMZN240112C00157500,2023-12-08 10:51AM EST,157.5,1.19,1.19,1.22,-0.28,-19.05%,42,340,25.37%,Call,"January 12, 2024"
AMZN240112C00160000,2023-12-08 10:26AM EST,160.0,0.84,0.82,0.85,-0.07,-7.69%,141,634,25.42%,Call,"January 12, 2024"
AMZN240112C00162500,2023-12-07 2:54PM EST,162.5,0.6,0.55,0.58,0.0,-,243,284,25.46%,Call,"January 12, 2024"
AMZN240112C00165000,2023-12-07 3:55PM EST,165.0,0.38,0.38,0.4,-0.06,-13.64%,1,403,25.68%,Call,"January 12, 2024"
AMZN240112C00167500,2023-12-08 10:54AM EST,167.5,0.26,0.26,0.28,-0.03,-10.34%,2,382,26.07%,Call,"January 12, 2024"
AMZN240112C00170000,2023-12-07 3:28PM EST,170.0,0.21,0.18,0.2,0.0,-,6,91,26.51%,Call,"January 12, 2024"
AMZN240112C00172500,2023-12-07 2:54PM EST,172.5,0.15,0.12,0.14,0.0,-,5,10,26.91%,Call,"January 12, 2024"
AMZN240112C00175000,2023-12-07 2:15PM EST,175.0,0.1,0.09,0.1,0.0,-,3,50,27.34%,Call,"January 12, 2024"
AMZN240112C00180000,2023-12-07 11:19AM EST,180.0,0.07,0.05,0.06,0.0,-,3,25,28.91%,Call,"January 12, 2024"
AMZN240112C00185000,2023-12-06 9:30AM EST,185.0,0.05,0.02,0.04,0.0,-,2,7,30.47%,Call,"January 12, 2024"
AMZN240112P00090000,2023-12-06 10:13AM EST,90.0,0.01,0.0,0.02,0.0,-,-,2,53.13%,Put,"January 12, 2024"
AMZN240112P00100000,2023-12-07 2:06PM EST,100.0,0.03,0.02,0.03,0.0,-,250,259,47.66%,Put,"January 12, 2024"
AMZN240112P00105000,2023-12-06 11:04AM EST,105.0,0.04,0.03,0.04,0.0,-,20,111,43.36%,Put,"January 12, 2024"
AMZN240112P00110000,2023-12-06 11:33AM EST,110.0,0.09,0.05,0.06,0.0,-,-,8,40.04%,Put,"January 12, 2024"
AMZN240112P00115000,2023-12-07 10:22AM EST,115.0,0.11,0.08,0.1,0.0,-,1,16,37.01%,Put,"January 12, 2024"
AMZN240112P00120000,2023-12-08 10:25AM EST,120.0,0.14,0.14,0.16,-0.02,-12.50%,34,213,33.79%,Put,"January 12, 2024"
AMZN240112P00125000,2023-12-08 10:16AM EST,125.0,0.24,0.25,0.26,-0.05,-17.24%,2,115,30.57%,Put,"January 12, 2024"
AMZN240112P00130000,2023-12-07 2:54PM EST,130.0,0.51,0.45,0.48,0.0,-,27,96,28.05%,Put,"January 12, 2024"
AMZN240112P00131000,2023-12-07 3:19PM EST,131.0,0.57,0.52,0.54,0.0,-,2,18,27.52%,Put,"January 12, 2024"
AMZN240112P00132000,2023-12-07 2:16PM EST,132.0,0.63,0.59,0.62,0.0,-,48,102,27.12%,Put,"January 12, 2024"
AMZN240112P00133000,2023-12-07 3:50PM EST,133.0,0.71,0.68,0.7,0.0,-,39,104,26.61%,Put,"January 12, 2024"
AMZN240112P00134000,2023-12-07 3:58PM EST,134.0,0.84,0.78,0.8,0.02,+2.44%,100,50,26.20%,Put,"January 12, 2024"
AMZN240112P00135000,2023-12-08 10:14AM EST,135.0,0.93,0.91,0.94,-0.01,-1.06%,16,253,26.05%,Put,"January 12, 2024"
AMZN240112P00136000,2023-12-08 9:46AM EST,136.0,1.08,1.03,1.06,-0.05,-4.42%,4,72,25.54%,Put,"January 12, 2024"
AMZN240112P00137000,2023-12-08 10:17AM EST,137.0,1.11,1.18,1.22,-0.05,-4.31%,30,51,25.24%,Put,"January 12, 2024"
AMZN240112P00138000,2023-12-08 10:49AM EST,138.0,1.41,1.37,1.4,-0.03,-2.08%,19,98,24.93%,Put,"January 12, 2024"
AMZN240112P00139000,2023-12-08 10:39AM EST,139.0,1.67,1.54,1.57,0.06,+3.73%,100,144,24.40%,Put,"January 12, 2024"
AMZN240112P00140000,2023-12-08 10:14AM EST,140.0,1.75,1.81,1.83,0.03,+1.74%,42,177,24.33%,Put,"January 12, 2024"
AMZN240112P00141000,2023-12-08 9:45AM EST,141.0,2.0,2.04,2.08,0.16,+8.70%,7,41,24.00%,Put,"January 12, 2024"
AMZN240112P00142000,2023-12-07 3:46PM EST,142.0,2.67,2.33,2.36,0.24,+9.88%,5,95,23.68%,Put,"January 12, 2024"
AMZN240112P00143000,2023-12-08 9:53AM EST,143.0,2.54,2.64,2.68,-0.01,-0.39%,2,126,23.43%,Put,"January 12, 2024"
AMZN240112P00144000,2023-12-08 10:01AM EST,144.0,2.83,3.0,3.1,-0.27,-8.71%,3,206,23.55%,Put,"January 12, 2024"
AMZN240112P00145000,2023-12-08 10:16AM EST,145.0,3.2,3.35,3.45,-0.15,-4.48%,7,104,23.07%,Put,"January 12, 2024"
AMZN240112P00146000,2023-12-08 9:30AM EST,146.0,4.3,3.8,3.9,0.35,+8.86%,2,105,22.95%,Put,"January 12, 2024"
AMZN240112P00147000,2023-12-08 10:33AM EST,147.0,4.28,4.25,4.3,-0.07,-1.61%,15,218,22.35%,Put,"January 12, 2024"
AMZN240112P00148000,2023-12-07 3:00PM EST,148.0,5.15,4.75,4.85,0.14,+2.79%,1,24,22.36%,Put,"January 12, 2024"
AMZN240112P00149000,2023-12-07 9:35AM EST,149.0,5.5,5.3,5.35,0.0,-,2,10,21.89%,Put,"January 12, 2024"
AMZN240112P00150000,2023-12-07 1:55PM EST,150.0,5.8,5.9,5.95,0.0,-,8,16,21.75%,Put,"January 12, 2024"
AMZN240112P00152500,2023-12-06 10:31AM EST,152.5,8.5,7.5,7.65,0.0,-,-,19,21.64%,Put,"January 12, 2024"
AMZN240112P00155000,2023-12-07 3:24PM EST,155.0,9.4,9.35,9.5,0.0,-,11,13,21.13%,Put,"January 12, 2024"
AMZN240112P00165000,2023-11-30 3:45PM EST,165.0,19.9,17.95,18.65,0.0,-,-,0,23.68%,Put,"January 12, 2024"
AMZN240112P00170000,2023-12-06 10:04AM EST,170.0,24.45,22.55,24.6,0.0,-,-,0,40.63%,Put,"January 12, 2024"
AMZN240112P00185000,2023-12-01 1:34PM EST,185.0,38.35,37.7,38.6,0.0,-,2,0,39.06%,Put,"January 12, 2024"
AMZN240119C00045000,2023-12-04 9:30AM EST,45.0,100.67,101.5,101.95,0.0,-,1,317,142.19%,Call,"January 19, 2024"
AMZN240119C00050000,2023-12-04 11:49AM EST,50.0,94.83,96.65,97.35,0.0,-,5,1958,156.35%,Call,"January 19, 2024"
AMZN240119C00052000,2023-12-06 12:41PM EST,52.0,94.55,94.65,95.05,0.0,-,1,3297,139.84%,Call,"January 19, 2024"
AMZN240119C00053000,2023-10-24 9:32AM EST,53.0,76.1,93.85,94.65,0.0,-,1,1761,161.72%,Call,"January 19, 2024"
AMZN240119C00054000,2023-10-10 11:30AM EST,54.0,77.38,86.8,87.9,0.0,-,201,1401,0.00%,Call,"January 19, 2024"
AMZN240119C00055000,2023-12-05 3:29PM EST,55.0,92.3,91.7,92.35,0.0,-,2,908,144.92%,Call,"January 19, 2024"
AMZN240119C00056000,2023-09-22 10:06AM EST,56.0,76.96,69.6,70.65,0.0,-,2,969,0.00%,Call,"January 19, 2024"
AMZN240119C00057000,2023-07-26 8:39AM EST,57.0,71.95,74.9,76.05,0.0,-,2,839,0.00%,Call,"January 19, 2024"
AMZN240119C00058000,2023-11-30 10:38AM EST,58.0,88.0,88.7,89.4,0.0,-,1,858,139.06%,Call,"January 19, 2024"
AMZN240119C00059000,2023-11-30 3:01PM EST,59.0,86.4,87.7,88.4,0.0,-,4,349,136.62%,Call,"January 19, 2024"
AMZN240119C00060000,2023-12-05 11:51AM EST,60.0,86.8,86.6,87.3,0.0,-,1,1714,128.71%,Call,"January 19, 2024"
AMZN240119C00061000,2023-10-31 10:40AM EST,61.0,71.95,84.85,86.2,0.0,-,2,463,139.06%,Call,"January 19, 2024"
AMZN240119C00062000,2023-11-15 2:16PM EST,62.0,82.03,84.7,85.4,0.0,-,7,596,129.88%,Call,"January 19, 2024"
AMZN240119C00063000,2023-11-30 10:42AM EST,63.0,83.1,83.65,84.35,0.0,-,1,837,125.00%,Call,"January 19, 2024"
AMZN240119C00064000,2023-11-30 9:35AM EST,64.0,83.05,82.6,83.3,0.0,-,2,903,120.12%,Call,"January 19, 2024"
AMZN240119C00065000,2023-11-30 9:35AM EST,65.0,81.9,81.6,82.35,0.0,-,4,1570,119.53%,Call,"January 19, 2024"
AMZN240119C00066000,2023-11-01 10:54AM EST,66.0,70.5,80.85,81.95,0.0,-,1,419,135.06%,Call,"January 19, 2024"
AMZN240119C00067000,2023-11-30 9:56AM EST,67.0,79.35,79.65,80.15,0.0,-,1,539,111.13%,Call,"January 19, 2024"
AMZN240119C00068000,2023-11-28 9:43AM EST,68.0,79.15,78.75,79.45,0.0,-,40,2599,119.34%,Call,"January 19, 2024"
AMZN240119C00069000,2023-11-08 9:32AM EST,69.0,74.71,77.85,78.45,0.0,-,1160,2600,119.43%,Call,"January 19, 2024"
AMZN240119C00069500,2023-12-01 10:41AM EST,69.5,77.2,77.4,77.95,0.0,-,2,1036,119.34%,Call,"January 19, 2024"
AMZN240119C00070000,2023-12-04 11:19AM EST,70.0,74.35,76.75,77.4,0.0,-,102,10054,114.26%,Call,"January 19, 2024"
AMZN240119C00071000,2023-12-08 9:59AM EST,71.0,75.4,75.85,76.4,-0.2,-0.26%,20,1433,114.36%,Call,"January 19, 2024"
AMZN240119C00072000,2023-12-06 9:35AM EST,72.0,74.85,74.75,75.2,0.0,-,1,1865,105.76%,Call,"January 19, 2024"
AMZN240119C00072500,2023-09-27 10:22AM EST,72.5,53.53,57.75,58.85,0.0,-,3,1399,0.00%,Call,"January 19, 2024"
AMZN240119C00073000,2023-12-08 10:04AM EST,73.0,73.67,74.05,74.25,-0.78,-1.05%,366,5286,111.43%,Call,"January 19, 2024"
AMZN240119C00074000,2023-11-24 9:46AM EST,74.0,72.75,72.85,73.25,0.0,-,1,1133,105.47%,Call,"January 19, 2024"
AMZN240119C00075000,2023-12-04 1:30PM EST,75.0,70.13,71.85,72.15,0.0,-,5,13079,101.47%,Call,"January 19, 2024"
AMZN240119C00076000,2023-10-30 8:33AM EST,76.0,55.9,71.65,73.2,0.0,-,30,1683,137.09%,Call,"January 19, 2024"
AMZN240119C00077000,2023-11-30 9:36AM EST,77.0,69.75,70.0,70.2,0.0,-,1,1156,101.95%,Call,"January 19, 2024"
AMZN240119C00077500,2023-11-24 10:52AM EST,77.5,68.69,69.3,69.75,0.0,-,1,2148,98.14%,Call,"January 19, 2024"
AMZN240119C00078000,2023-11-02 8:30AM EST,78.0,60.6,69.3,69.85,0.0,-,1,1898,114.50%,Call,"January 19, 2024"
AMZN240119C00079000,2023-12-07 3:51PM EST,79.0,68.3,67.85,68.35,0.0,-,1,942,98.39%,Call,"January 19, 2024"
AMZN240119C00080000,2023-12-07 12:51PM EST,80.0,67.75,67.05,67.3,0.0,-,2,20804,99.22%,Call,"January 19, 2024"
AMZN240119C00081000,2023-11-24 10:46AM EST,81.0,65.5,66.0,66.35,0.0,-,1,913,97.46%,Call,"January 19, 2024"
AMZN240119C00082000,2023-12-04 1:55PM EST,82.0,63.33,64.75,65.5,0.0,-,1,958,94.04%,Call,"January 19, 2024"
AMZN240119C00083000,2023-11-24 9:57AM EST,83.0,64.3,63.9,64.3,0.21,+0.33%,4,1467,91.46%,Call,"January 19, 2024"
AMZN240119C00084000,2023-12-05 1:07PM EST,84.0,63.01,62.8,63.55,0.0,-,5,1856,92.19%,Call,"January 19, 2024"
AMZN240119C00085000,2023-12-01 3:46PM EST,85.0,62.47,61.8,62.2,0.0,-,10,11453,84.47%,Call,"January 19, 2024"
AMZN240119C00086000,2023-12-06 1:22PM EST,86.0,60.3,61.0,61.65,0.0,-,3,2543,93.07%,Call,"January 19, 2024"
AMZN240119C00087000,2023-12-01 1:22PM EST,87.0,60.35,59.85,60.55,0.0,-,1,3156,87.89%,Call,"January 19, 2024"
AMZN240119C00088000,2023-11-10 1:33PM EST,88.0,55.9,59.05,59.35,0.0,-,3,2001,86.23%,Call,"January 19, 2024"
AMZN240119C00089000,2023-12-04 9:35AM EST,89.0,56.0,58.15,58.45,0.0,-,1,1480,87.30%,Call,"January 19, 2024"
AMZN240119C00090000,2023-12-07 3:48PM EST,90.0,56.7,57.05,57.45,0.0,-,3,5950,84.33%,Call,"January 19, 2024"
AMZN240119C00091000,2023-11-15 1:40PM EST,91.0,53.45,56.05,56.45,0.0,-,1,2028,82.72%,Call,"January 19, 2024"
AMZN240119C00092000,2023-12-04 10:09AM EST,92.0,53.0,55.1,55.35,0.0,-,3,2004,80.42%,Call,"January 19, 2024"
AMZN240119C00093000,2023-12-05 3:29PM EST,93.0,54.8,54.15,54.35,0.0,-,2,1883,79.49%,Call,"January 19, 2024"
AMZN240119C00094000,2023-12-07 9:30AM EST,94.0,52.69,52.95,53.7,0.0,-,4,1591,79.74%,Call,"January 19, 2024"
AMZN240119C00095000,2023-12-05 10:50AM EST,95.0,53.69,52.15,52.4,0.0,-,5,5950,76.95%,Call,"January 19, 2024"
AMZN240119C00096000,2023-11-29 3:49PM EST,96.0,51.3,50.95,51.45,0.0,-,2,2867,73.54%,Call,"January 19, 2024"
AMZN240119C00097000,2023-12-06 9:48AM EST,97.0,49.91,50.1,50.5,0.0,-,1,2245,74.39%,Call,"January 19, 2024"
AMZN240119C00098000,2023-12-07 2:55PM EST,98.0,49.13,49.25,49.7,0.0,-,1,2583,76.54%,Call,"January 19, 2024"
AMZN240119C00099000,2023-12-07 3:50PM EST,99.0,48.5,47.9,48.65,0.0,-,3,2380,70.75%,Call,"January 19, 2024"
AMZN240119C00100000,2023-12-07 12:33PM EST,100.0,47.23,47.15,47.5,-1.32,-2.72%,2,34370,70.31%,Call,"January 19, 2024"
AMZN240119C00102500,2023-12-07 3:51PM EST,102.5,45.0,44.7,45.15,0.0,-,182,6293,68.51%,Call,"January 19, 2024"
AMZN240119C00105000,2023-12-08 10:27AM EST,105.0,42.59,42.1,42.55,-0.22,-0.51%,2,37091,62.84%,Call,"January 19, 2024"
AMZN240119C00107500,2023-12-07 1:59PM EST,107.5,40.37,39.55,39.95,0.0,-,14,11950,57.74%,Call,"January 19, 2024"
AMZN240119C00110000,2023-12-08 9:30AM EST,110.0,36.8,37.1,37.6,-1.09,-2.88%,4,20919,56.06%,Call,"January 19, 2024"
AMZN240119C00112500,2023-12-07 11:16AM EST,112.5,34.85,34.75,35.2,0.0,-,21,7037,54.52%,Call,"January 19, 2024"
AMZN240119C00115000,2023-12-08 10:23AM EST,115.0,32.02,32.2,32.7,-0.3,-0.93%,9,41164,50.56%,Call,"January 19, 2024"
AMZN240119C00117500,2023-12-07 2:05PM EST,117.5,30.38,29.8,30.2,0.0,-,36,7335,50.37%,Call,"January 19, 2024"
AMZN240119C00120000,2023-12-08 10:04AM EST,120.0,27.19,27.55,27.8,-0.61,-2.19%,366,32538,47.90%,Call,"January 19, 2024"
AMZN240119C00122500,2023-12-07 1:56PM EST,122.5,25.49,24.95,25.6,-0.11,-0.43%,1,5593,47.36%,Call,"January 19, 2024"
AMZN240119C00125000,2023-12-08 9:33AM EST,125.0,22.3,22.6,23.1,-0.7,-3.04%,5,21374,43.51%,Call,"January 19, 2024"
AMZN240119C00127500,2023-12-07 2:54PM EST,127.5,20.55,20.3,20.5,0.07,+0.34%,2,10275,38.77%,Call,"January 19, 2024"
AMZN240119C00130000,2023-12-08 10:47AM EST,130.0,17.88,18.0,18.15,-0.35,-1.92%,87,36363,36.28%,Call,"January 19, 2024"
AMZN240119C00132500,2023-12-08 9:41AM EST,132.5,15.4,15.8,15.95,-0.45,-2.84%,8,16674,34.72%,Call,"January 19, 2024"
AMZN240119C00135000,2023-12-08 10:49AM EST,135.0,13.48,13.65,13.8,-0.32,-2.32%,434,29616,33.07%,Call,"January 19, 2024"
AMZN240119C00137500,2023-12-08 9:49AM EST,137.5,11.72,11.55,11.7,0.12,+1.03%,114,11871,31.26%,Call,"January 19, 2024"
AMZN240119C00140000,2023-12-08 10:53AM EST,140.0,9.69,9.65,9.75,-0.26,-2.61%,181,37394,29.82%,Call,"January 19, 2024"
AMZN240119C00142500,2023-12-08 10:49AM EST,142.5,7.77,7.9,7.95,-0.38,-4.66%,251,16017,28.55%,Call,"January 19, 2024"
AMZN240119C00145000,2023-12-08 10:53AM EST,145.0,6.4,6.3,6.4,-0.17,-2.59%,776,27523,27.80%,Call,"January 19, 2024"
AMZN240119C00147500,2023-12-08 10:53AM EST,147.5,4.99,4.95,5.05,-0.11,-2.16%,514,14220,27.20%,Call,"January 19, 2024"
AMZN240119C00150000,2023-12-08 10:53AM EST,150.0,3.83,3.8,3.85,-0.18,-4.49%,6105,65290,26.45%,Call,"January 19, 2024"
AMZN240119C00152500,2023-12-08 10:51AM EST,152.5,2.87,2.84,2.86,-0.18,-5.90%,1278,11751,25.82%,Call,"January 19, 2024"
AMZN240119C00154500,2023-12-08 10:00AM EST,154.5,2.13,2.25,2.27,-0.26,-10.88%,103,5560,25.73%,Call,"January 19, 2024"
AMZN240119C00155000,2023-12-08 10:52AM EST,155.0,2.09,2.11,2.13,-0.15,-6.70%,688,22781,25.66%,Call,"January 19, 2024"
AMZN240119C00155500,2023-12-08 10:49AM EST,155.5,1.95,1.99,2.01,-0.17,-8.02%,360,4030,25.67%,Call,"January 19, 2024"
AMZN240119C00156000,2023-12-08 10:36AM EST,156.0,1.82,1.87,1.89,-0.14,-7.14%,79,5599,25.66%,Call,"January 19, 2024"
AMZN240119C00156500,2023-12-08 10:37AM EST,156.5,1.68,1.74,1.77,-0.21,-11.11%,1,8170,25.60%,Call,"January 19, 2024"
AMZN240119C00157000,2023-12-08 10:12AM EST,157.0,1.7,1.65,1.67,-0.07,-3.95%,29,4400,25.64%,Call,"January 19, 2024"
AMZN240119C00157500,2023-12-08 10:35AM EST,157.5,1.51,1.53,1.55,-0.09,-5.63%,16,10290,25.50%,Call,"January 19, 2024"
AMZN240119C00158000,2023-12-08 9:34AM EST,158.0,1.51,1.42,1.44,0.01,+0.67%,66,3747,25.39%,Call,"January 19, 2024"
AMZN240119C00158500,2023-12-08 10:23AM EST,158.5,1.39,1.34,1.36,-0.09,-6.08%,215,1846,25.46%,Call,"January 19, 2024"
AMZN240119C00159000,2023-12-08 10:15AM EST,159.0,1.32,1.26,1.28,-0.04,-2.94%,7,4134,25.50%,Call,"January 19, 2024"
AMZN240119C00159500,2023-12-07 3:01PM EST,159.5,1.18,1.17,1.19,0.0,-,15,1905,25.44%,Call,"January 19, 2024"
AMZN240119C00160000,2023-12-08 10:53AM EST,160.0,1.1,1.09,1.11,-0.1,-8.33%,356,21634,25.40%,Call,"January 19, 2024"
AMZN240119C00160500,2023-12-08 10:39AM EST,160.5,0.95,1.02,1.04,-0.12,-11.21%,8,2332,25.42%,Call,"January 19, 2024"
AMZN240119C00161000,2023-12-08 10:12AM EST,161.0,1.0,0.95,0.97,-0.04,-3.85%,3,2965,25.40%,Call,"January 19, 2024"
AMZN240119C00161250,2023-12-07 2:07PM EST,161.25,1.02,0.92,0.94,0.0,-,3,3488,25.43%,Call,"January 19, 2024"
AMZN240119C00161500,2023-12-07 11:33AM EST,161.5,1.0,0.89,0.91,0.0,-,5,1629,25.44%,Call,"January 19, 2024"
AMZN240119C00161750,2023-12-06 12:32PM EST,161.75,0.88,0.86,0.87,0.0,-,2,769,25.37%,Call,"January 19, 2024"
AMZN240119C00162000,2023-12-08 10:36AM EST,162.0,0.81,0.83,0.85,-0.11,-11.96%,5,1859,25.44%,Call,"January 19, 2024"
AMZN240119C00162250,2023-12-07 1:40PM EST,162.25,0.89,0.8,0.82,0.0,-,1,1132,25.44%,Call,"January 19, 2024"
AMZN240119C00162500,2023-12-08 9:30AM EST,162.5,0.71,0.78,0.8,-0.12,-14.46%,5,2241,25.51%,Call,"January 19, 2024"
AMZN240119C00162750,2023-12-06 12:40PM EST,162.75,0.79,0.73,0.75,0.0,-,4,1917,25.29%,Call,"January 19, 2024"
AMZN240119C00163000,2023-12-08 9:49AM EST,163.0,0.66,0.72,0.74,-0.11,-14.29%,237,5566,25.46%,Call,"January 19, 2024"
AMZN240119C00163250,2023-12-07 10:28AM EST,163.25,0.7,0.69,0.71,-0.07,-9.09%,245,6669,25.42%,Call,"January 19, 2024"
AMZN240119C00163500,2023-12-08 9:58AM EST,163.5,0.59,0.67,0.68,-0.25,-29.76%,3,2823,25.37%,Call,"January 19, 2024"
AMZN240119C00163750,2023-12-07 2:13PM EST,163.75,0.71,0.65,0.66,0.01,+1.43%,1,1273,25.42%,Call,"January 19, 2024"
AMZN240119C00164000,2023-12-07 1:34PM EST,164.0,0.71,0.63,0.65,0.0,-,17,3239,25.56%,Call,"January 19, 2024"
AMZN240119C00164250,2023-12-07 11:08AM EST,164.25,0.63,0.6,0.62,-0.05,-7.35%,217,819,25.48%,Call,"January 19, 2024"
AMZN240119C00164500,2023-12-07 11:45AM EST,164.5,0.67,0.58,0.6,0.0,-,46,878,25.49%,Call,"January 19, 2024"
AMZN240119C00164750,2023-12-08 9:30AM EST,164.75,0.49,0.56,0.57,-0.1,-16.95%,10,843,25.39%,Call,"January 19, 2024"
AMZN240119C00165000,2023-12-08 10:38AM EST,165.0,0.51,0.54,0.56,-0.1,-16.39%,193,14702,25.53%,Call,"January 19, 2024"
AMZN240119C00165250,2023-12-08 9:30AM EST,165.25,0.47,0.53,0.54,-0.11,-18.97%,1,3343,25.54%,Call,"January 19, 2024"
AMZN240119C00165500,2023-12-07 12:34PM EST,165.5,0.64,0.51,0.52,0.0,-,564,5592,25.51%,Call,"January 19, 2024"
AMZN240119C00165750,2023-12-07 3:44PM EST,165.75,0.53,0.49,0.5,0.0,-,1,3583,25.51%,Call,"January 19, 2024"
AMZN240119C00166000,2023-12-07 3:31PM EST,166.0,0.53,0.47,0.48,0.0,-,21,1523,25.49%,Call,"January 19, 2024"
AMZN240119C00166500,2023-12-06 12:32PM EST,166.5,0.46,0.44,0.46,0.0,-,3,1671,25.68%,Call,"January 19, 2024"
AMZN240119C00167000,2023-12-07 3:48PM EST,167.0,0.45,0.41,0.42,0.0,-,12,2357,25.59%,Call,"January 19, 2024"
AMZN240119C00167500,2023-12-08 9:30AM EST,167.5,0.35,0.38,0.39,-0.06,-14.63%,1,3029,25.59%,Call,"January 19, 2024"
AMZN240119C00168000,2023-12-07 2:52PM EST,168.0,0.39,0.36,0.37,0.0,-,10,2018,25.73%,Call,"January 19, 2024"
AMZN240119C00168500,2023-12-08 9:58AM EST,168.5,0.29,0.33,0.34,-0.07,-19.44%,4,3251,25.68%,Call,"January 19, 2024"
AMZN240119C00169000,2023-12-08 9:30AM EST,169.0,0.3,0.31,0.32,-0.03,-9.09%,2,2888,25.78%,Call,"January 19, 2024"
AMZN240119C00169500,2023-12-07 10:12AM EST,169.5,0.31,0.29,0.3,0.0,-,1,2369,25.86%,Call,"January 19, 2024"
AMZN240119C00170000,2023-12-08 10:46AM EST,170.0,0.26,0.27,0.28,-0.04,-13.33%,124,25836,25.90%,Call,"January 19, 2024"
