Contract Name,Last Trade Date,Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility,Type,Maturity
SONY250117P00070000,2023-12-06 1:45PM EST,70.0,2.55,2.5,2.6,0.0,-,1008,1282,27.69%,Put,"January 17, 2025"
SONY250117P00075000,2023-12-07 10:00AM EST,75.0,3.8,3.4,3.6,0.0,-,1,516,26.17%,Put,"January 17, 2025"
SONY250117P00080000,2023-11-30 9:47AM EST,80.0,5.4,4.5,4.8,0.0,-,30,545,24.42%,Put,"January 17, 2025"
SONY250117P00085000,2023-12-04 3:49PM EST,85.0,7.6,6.0,6.3,0.0,-,11,529,22.61%,Put,"January 17, 2025"
SONY250117P00090000,2023-12-05 1:13PM EST,90.0,9.4,8.0,8.3,0.0,-,15,484,21.11%,Put,"January 17, 2025"
SONY250117P00095000,2023-11-28 2:42PM EST,95.0,11.6,10.5,10.8,0.0,-,38,128,19.68%,Put,"January 17, 2025"
SONY250117P00100000,2023-12-06 10:22AM EST,100.0,13.5,13.4,13.8,0.0,-,69,194,18.21%,Put,"January 17, 2025"
SONY250117P00105000,2023-12-05 10:53AM EST,105.0,19.2,16.7,17.2,0.0,-,1,80,16.18%,Put,"January 17, 2025"
SONY250117P00110000,2023-12-08 10:31AM EST,110.0,21.0,20.5,21.2,-2.0,-8.70%,1,2,13.98%,Put,"January 17, 2025"
SONY250117P00115000,2023-11-07 2:12PM EST,115.0,27.0,24.7,27.2,0.0,-,1,0,21.46%,Put,"January 17, 2025"
SONY250117P00120000,2023-08-16 10:36AM EST,120.0,36.9,31.2,34.4,0.0,-,1,1,32.24%,Put,"January 17, 2025"
SONY250117P00125000,2023-07-21 8:48AM EST,125.0,31.3,40.0,44.3,0.0,-,1,0,49.80%,Put,"January 17, 2025"
SONY250117P00140000,2023-09-26 9:02AM EST,140.0,58.3,56.9,61.5,0.0,-,-,2,56.63%,Put,"January 17, 2025"
SONY260116C00045000,2023-10-12 11:08AM EST,45.0,46.9,43.6,48.3,0.0,-,1,1,49.47%,Call,"January 16, 2026"
SONY260116C00060000,2023-10-20 10:52AM EST,60.0,32.55,33.0,37.5,0.0,-,1,6,46.31%,Call,"January 16, 2026"
SONY260116C00075000,2023-11-20 3:03PM EST,75.0,24.42,25.6,27.9,0.0,-,-,1,42.61%,Call,"January 16, 2026"
SONY260116C00080000,2023-12-06 9:52AM EST,80.0,22.51,22.4,23.3,0.0,-,9,38,37.71%,Call,"January 16, 2026"
SONY260116C00085000,2023-10-06 10:51AM EST,85.0,17.2,18.8,20.8,0.0,-,2,1,37.18%,Call,"January 16, 2026"
SONY260116C00090000,2023-11-20 11:24AM EST,90.0,15.11,16.3,17.8,0.0,-,1,3,35.27%,Call,"January 16, 2026"
SONY260116C00095000,2023-12-08 9:46AM EST,95.0,13.1,14.3,14.8,-0.1,-0.76%,1,1,33.06%,Call,"January 16, 2026"
SONY260116C00100000,2023-11-20 11:10AM EST,100.0,11.3,11.6,12.6,0.0,-,1,182,32.06%,Call,"January 16, 2026"
SONY260116C00110000,2023-11-07 12:52PM EST,110.0,8.9,8.2,8.8,0.0,-,-,6,30.11%,Call,"January 16, 2026"
SONY260116C00125000,2023-09-22 2:26PM EST,125.0,4.8,3.9,5.0,0.0,-,2,1,28.28%,Call,"January 16, 2026"
SONY260116C00130000,2023-09-25 12:44PM EST,130.0,4.2,3.3,3.9,0.0,-,1,1,27.31%,Call,"January 16, 2026"
SONY260116P00045000,2023-10-09 2:29PM EST,45.0,1.32,0.0,5.0,0.0,-,1,1,53.98%,Put,"January 16, 2026"
SONY260116P00060000,2023-11-16 1:41PM EST,60.0,2.4,2.4,2.7,0.0,-,3,3,28.56%,Put,"January 16, 2026"
SONY260116P00065000,2023-11-30 2:59PM EST,65.0,3.61,3.1,3.5,0.0,-,-,1,27.03%,Put,"January 16, 2026"
SONY260116P00070000,2023-11-20 11:10AM EST,70.0,4.0,3.0,4.5,0.0,-,1,2,25.64%,Put,"January 16, 2026"
SONY260116P00075000,2023-11-28 1:13PM EST,75.0,5.53,4.2,5.7,0.0,-,5,7,24.26%,Put,"January 16, 2026"
SONY260116P00080000,2023-10-03 2:13PM EST,80.0,9.8,7.1,10.1,0.0,-,-,1,29.35%,Put,"January 16, 2026"
SONY260116P00090000,2023-12-04 3:49PM EST,90.0,12.0,8.6,10.9,0.0,-,11,21,20.39%,Put,"January 16, 2026"
SONY260116P00100000,2023-11-20 11:10AM EST,100.0,15.25,15.1,16.0,0.0,-,-,1,17.84%,Put,"January 16, 2026"
SONY260116P00110000,2023-11-02 8:30AM EST,110.0,25.8,22.0,26.2,0.0,-,1,1,23.40%,Put,"January 16, 2026"
